Task ID,O*NET-SOC Code,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source,Task Type,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID),expert_automation_capacity_rating_mean,expert_physical_action_requirement_mean,expert_involved_uncertainty_mean,expert_domain_expertise_requirement_mean,expert_interpersonal_communication_requirement_mean,expert_human_agency_scale_rating_mean,Occupation Employment_normalized,Occupation Mean Annual Wage_normalized,Importance_normalized,major_group_code
16191,13-1161.01,Search Marketing Strategists,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",6229ea65-025a-4895-a1c0-484ce49c847a,2025-03-23,Average,3,4,4,4,4,True,True,True,True,True,True,3,4,4,4,4,False,True,True,True,True,True,True,,,Male,White,86K-165K,58,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Never,Monthly,Monthly,Never,Never,Never,Prolific,Core,3.0,3.0,3.73,95.65,77960.0,73180.0,['Making Decisions and Solving Problems'],['4.A.2.b.1'],2.6666666666666665,1.0,2.333333333333333,3.333333333333333,2.6666666666666665,3.333333333333333,0.0263529757207612,0.1286632867565228,0.5370370370370369,13
16186,13-1161.01,Search Marketing Strategists,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",6229ea65-025a-4895-a1c0-484ce49c847a,2025-03-23,Average,3,4,4,4,4,True,True,True,True,True,True,2,3,3,4,4,True,True,True,True,True,True,True,,,Male,White,86K-165K,58,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Never,Monthly,Monthly,Never,Never,Never,Prolific,Core,3.0,3.0,3.61,100.0,77960.0,73180.0,['Analyzing Data or Information'],['4.A.2.a.4'],4.333333333333333,1.0,3.0,3.0,1.0,2.0,0.0263529757207612,0.1286632867565228,0.4925925925925926,13
16179,13-1161.01,Search Marketing Strategists,Propose online or multiple-sales-channel campaigns to marketing executives.,6229ea65-025a-4895-a1c0-484ce49c847a,2025-03-23,Average,4,4,3,4,3,True,True,True,True,True,True,3,4,4,4,4,True,True,True,True,True,True,True,,,Male,White,86K-165K,58,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Never,Monthly,Monthly,Never,Never,Never,Prolific,Core,3.0,3.0,3.5,95.65,77960.0,73180.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],3.0,1.0,1.5,3.5,2.0,3.0,0.0263529757207612,0.1286632867565228,0.4518518518518518,13
20475,13-1151.00,Training and Development Specialists,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",7bac1fda-41e1-4ed3-b443-a6484e8ec067,2025-04-07,Expert,3,3,4,1,2,True,False,False,False,False,False,1,1,1,1,3,False,False,False,False,True,False,False,,,Female,White,Prefer not to say,54,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Never,Never,Daily,Upwork,Core,4.0,4.0,4.62,100.0,73760.0,436610.0,"['Documenting/Recording Information', 'Guiding, Directing, and Motivating Subordinates']","['4.A.3.b.6', '4.A.4.b.4']",3.6666666666666665,1.6666666666666667,2.333333333333333,3.0,1.6666666666666667,3.0,0.159743810904553,0.1156794855941634,0.8666666666666666,13
98,13-1151.00,Training and Development Specialists,"Monitor, evaluate, or record training activities or program effectiveness.",7bac1fda-41e1-4ed3-b443-a6484e8ec067,2025-04-07,Expert,4,1,2,1,1,True,False,False,False,False,False,1,3,3,3,4,False,True,False,True,True,False,True,,,Female,White,Prefer not to say,54,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Never,Never,Daily,Upwork,Core,4.0,4.0,4.4,95.65,73760.0,436610.0,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1'],2.6666666666666665,2.6666666666666665,3.333333333333333,3.6666666666666665,4.0,3.333333333333333,0.159743810904553,0.1156794855941634,0.7851851851851851,13
20168,11-3031.01,Treasurers and Controllers,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",48bb47d3-7c76-4f15-b639-781b83f82a7a,2025-03-23,Expert,4,3,2,1,2,True,False,False,False,False,True,4,3,2,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,31,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Never,Never,Daily,Daily,Upwork,Core,5.0,5.0,4.4,100.0,77960.0,73180.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],4.0,2.0,3.333333333333333,3.333333333333333,2.0,2.333333333333333,0.0263529757207612,0.1286632867565228,0.7851851851851851,11
8867,11-3031.01,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",48bb47d3-7c76-4f15-b639-781b83f82a7a,2025-03-23,Average,4,1,1,1,1,True,False,False,False,False,True,1,2,1,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,31,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Never,Never,Daily,Daily,Upwork,Core,3.0,3.0,4.08,96.0,77960.0,73180.0,['Analyzing Data or Information'],['4.A.2.a.4'],4.0,1.6666666666666667,2.6666666666666665,3.0,1.3333333333333333,2.333333333333333,0.0263529757207612,0.1286632867565228,0.6666666666666666,11
15592,11-9121.01,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,97a0a314-0426-4a59-be2b-1ffb8dbc94db,2025-03-23,Average,4,1,3,4,3,True,True,True,True,True,True,3,3,3,3,3,True,True,True,True,True,True,True,,,Female,Asian American and Pacific Islander,Prefer not to say,18,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Never,Never,Never,Daily,Daily,Daily,WoM,Core,5.0,5.0,4.08,83.81,77960.0,73180.0,['Documenting/Recording Information'],['4.A.3.b.6'],3.0,1.3333333333333333,2.6666666666666665,3.6666666666666665,2.6666666666666665,2.6666666666666665,0.0263529757207612,0.1286632867565228,0.6666666666666666,11
15600,11-9121.01,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,97a0a314-0426-4a59-be2b-1ffb8dbc94db,2025-03-23,Average,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,,Female,Asian American and Pacific Islander,Prefer not to say,18,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Never,Never,Never,Daily,Daily,Daily,WoM,Core,3.0,3.0,3.96,68.66,77960.0,73180.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],3.0,3.0,1.5,3.0,3.5,3.0,0.0263529757207612,0.1286632867565228,0.6222222222222221,11
15590,11-9121.01,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,97a0a314-0426-4a59-be2b-1ffb8dbc94db,2025-03-23,Average,2,2,2,2,2,False,False,False,False,False,False,3,2,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,Asian American and Pacific Islander,Prefer not to say,18,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Never,Never,Never,Daily,Daily,Daily,WoM,Supplemental,4.0,4.0,3.58,49.05,77960.0,73180.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],2.333333333333333,2.6666666666666665,3.0,4.333333333333333,3.333333333333333,3.6666666666666665,0.0263529757207612,0.1286632867565228,0.4814814814814815,11
20846,13-1051.00,Cost Estimators,Collect historical cost data to estimate costs for current or future products.,bc9afdbe-7a3c-48a3-8b81-ab2df122714e,2025-03-23,Expert,2,3,4,2,4,False,False,False,False,False,False,1,3,3,4,3,False,False,True,False,True,True,False,FALSE,,Female,White,86K-165K,51,Bachelor’s Degree,More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,No political affliation,I have some experience using them.,"No, I have not used them for any work-related activities.",No,No,No,No,No,No,No,No,No,Prolific,Core,4.0,4.0,4.18,100.0,83160.0,219530.0,['Analyzing Data or Information'],['4.A.2.a.4'],4.0,1.5,3.5,3.5,1.0,1.5,0.0800682681543741,0.1447384691480153,0.7037037037037036,13
1145,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Analyze price proposals, financial reports, and other data and information to determine reasonable prices.",a5391376-ee25-4403-a2f8-5821eb792e34,2025-03-23,Novice,3,1,1,2,3,True,True,False,False,False,False,2,3,4,3,3,False,True,True,False,False,False,False,,,Male,White,30-60K,23,High School,3-5 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Republican,I have some experience using them.,"No, I've never heard of them.",No,No,No,No,No,No,No,No,No,Prolific,Core,4.0,4.0,4.35,100.0,77960.0,73180.0,['Analyzing Data or Information'],['4.A.2.a.4'],4.0,1.5,2.5,3.5,1.0,2.0,0.0263529757207612,0.1286632867565228,0.7666666666666665,13
15983,13-2099.01,Financial Quantitative Analysts,Provide application or analytical support to researchers or traders on issues such as valuations or data.,fc98fb06-2afe-4fcd-8aa3-91c1d6ee208f,2025-03-24,Expert,3,2,4,3,4,False,True,False,False,False,True,1,5,4,4,3,False,True,True,True,True,True,False,,,Male,Asian American and Pacific Islander,Prefer not to say,25,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Daily,Weekly,Daily,Daily,Upwork,Core,4.0,4.0,3.58,95.0,77960.0,73180.0,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],3.5,1.5,3.0,3.5,2.5,3.0,0.0263529757207612,0.1286632867565228,0.4814814814814815,13
737,41-3041.00,Travel Agents,Collect payment for transportation and accommodations from customer.,11086848-c915-4a7a-b6d0-988a8a9c07b6,2025-03-24,Expert,5,1,1,1,1,True,True,True,False,False,True,1,3,1,1,2,False,False,False,False,False,False,False,,FALSE,Female,White,30-60K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,Weekly,Prolific,Core,6.0,6.0,4.6,99.41,52690.0,59150.0,['Performing Administrative Activities'],['4.A.4.c.1'],5.0,1.0,1.0,1.0,1.0,1.5,0.0212035014956598,0.0505440830963274,0.8592592592592591,41
741,41-3041.00,Travel Agents,"Plan, describe, arrange, and sell itinerary tour packages and promotional travel incentives offered by various travel carriers.",11086848-c915-4a7a-b6d0-988a8a9c07b6,2025-03-24,Expert,1,3,5,3,5,False,False,False,False,False,False,2,5,5,5,5,False,True,True,True,True,True,True,FALSE,,Female,White,30-60K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,Weekly,Prolific,Core,6.0,6.0,4.57,95.09,52690.0,59150.0,['Selling or Influencing Others'],['4.A.4.a.6'],5.0,1.0,1.0,1.0,3.0,1.0,0.0212035014956598,0.0505440830963274,0.8481481481481482,41
738,41-3041.00,Travel Agents,"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",11086848-c915-4a7a-b6d0-988a8a9c07b6,2025-03-24,Expert,1,2,5,4,5,False,False,False,False,False,False,2,5,4,5,5,False,True,True,True,True,True,True,FALSE,,Female,White,30-60K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,Weekly,Prolific,Core,5.0,5.0,4.57,95.53,52690.0,59150.0,['Getting Information'],['4.A.1.a.1'],3.0,3.5,2.0,1.5,2.5,2.5,0.0212035014956598,0.0505440830963274,0.8481481481481482,41
739,41-3041.00,Travel Agents,"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",11086848-c915-4a7a-b6d0-988a8a9c07b6,2025-03-24,Expert,2,2,5,4,4,False,False,False,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,30-60K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,Weekly,Prolific,Core,5.0,5.0,4.57,99.56,52690.0,59150.0,['Making Decisions and Solving Problems'],['4.A.2.b.1'],5.0,1.0,1.0,1.0,1.0,1.0,0.0212035014956598,0.0505440830963274,0.8481481481481482,41
20900,41-3041.00,Travel Agents,"Record and maintain information on clients, vendors, and travel packages.",11086848-c915-4a7a-b6d0-988a8a9c07b6,2025-03-24,Expert,2,1,4,2,5,False,False,False,False,False,False,1,3,2,4,3,False,False,True,True,True,True,True,FALSE,,Female,White,30-60K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,Weekly,Prolific,Core,5.0,5.0,4.49,99.85,52690.0,59150.0,['Documenting/Recording Information'],['4.A.3.b.6'],5.0,1.0,1.0,1.0,1.0,1.0,0.0212035014956598,0.0505440830963274,0.8185185185185185,41
740,41-3041.00,Travel Agents,"Book transportation and hotel reservations, using computer or telephone.",11086848-c915-4a7a-b6d0-988a8a9c07b6,2025-03-24,Expert,2,2,5,3,5,False,False,False,False,False,False,3,4,4,5,4,False,True,True,False,True,True,True,FALSE,,Female,White,30-60K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,Weekly,Prolific,Core,5.0,5.0,4.42,94.22,52690.0,59150.0,['Documenting/Recording Information'],['4.A.3.b.6'],5.0,1.0,1.0,1.0,1.0,1.0,0.0212035014956598,0.0505440830963274,0.7925925925925924,41
743,41-3041.00,Travel Agents,"Print or request transportation carrier tickets, using computer printer system or system link to travel carrier.",11086848-c915-4a7a-b6d0-988a8a9c07b6,2025-03-24,Expert,3,1,3,1,2,True,True,True,True,False,True,2,1,2,2,2,False,False,False,False,False,False,False,,FALSE,Female,White,30-60K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,Weekly,Prolific,Core,6.0,6.0,4.3,96.68,52690.0,59150.0,['Getting Information'],['4.A.1.a.1'],4.5,1.0,1.0,1.0,1.0,1.5,0.0212035014956598,0.0505440830963274,0.7481481481481479,41
742,41-3041.00,Travel Agents,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations.",11086848-c915-4a7a-b6d0-988a8a9c07b6,2025-03-24,Expert,1,2,4,1,5,False,False,False,False,False,False,2,4,2,5,4,False,True,True,True,True,False,True,FALSE,,Female,White,30-60K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Weekly,Daily,Never,Never,Weekly,Prolific,Core,6.0,6.0,4.04,93.04,52690.0,59150.0,['Selling or Influencing Others'],['4.A.4.a.6'],4.5,1.5,2.0,2.5,3.0,2.0,0.0212035014956598,0.0505440830963274,0.6518518518518518,41
18853,13-1071.00,Human Resources Specialists,Analyze employment-related data and prepare required reports.,e0f0e150-3f3a-4bab-b110-0a985209a49d,2025-03-24,Novice,4,1,3,3,3,True,False,True,False,False,True,1,2,1,3,2,False,False,False,False,False,False,False,,FALSE,Female,Asian American and Pacific Islander,30-60K,37,Master’s Degree,3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Monthly,Never,Never,Never,WoM,Core,4.0,4.0,3.81,78.86,79730.0,917460.0,"['Judging the Qualities of Objects, Services, or People', 'Documenting/Recording Information']","['4.A.2.a.1', '4.A.3.b.6']",4.0,1.3333333333333333,3.0,3.333333333333333,1.3333333333333333,1.6666666666666667,0.3362316712851664,0.1341350315320885,0.5666666666666665,13
18865,13-1071.00,Human Resources Specialists,"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",e0f0e150-3f3a-4bab-b110-0a985209a49d,2025-03-24,Average,2,4,4,3,3,False,False,False,False,False,False,4,4,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,Asian American and Pacific Islander,30-60K,37,Master’s Degree,3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Monthly,Never,Never,Never,WoM,Core,3.0,3.0,3.86,83.53,79730.0,917460.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],3.0,2.0,2.6666666666666665,2.6666666666666665,3.333333333333333,2.333333333333333,0.3362316712851664,0.1341350315320885,0.5851851851851851,13
18855,13-1071.00,Human Resources Specialists,Conduct reference or background checks on job applicants.,e0f0e150-3f3a-4bab-b110-0a985209a49d,2025-03-24,Average,5,1,2,1,1,True,False,False,False,False,False,3,3,3,1,3,False,False,False,True,False,False,False,,,Female,Asian American and Pacific Islander,30-60K,37,Master’s Degree,3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Monthly,Never,Never,Never,WoM,Supplemental,3.0,3.0,4.28,60.14,79730.0,917460.0,['Processing Information'],['4.A.2.a.2'],3.0,2.333333333333333,2.333333333333333,2.333333333333333,3.333333333333333,3.6666666666666665,0.3362316712851664,0.1341350315320885,0.7407407407407408,13
1035,11-3061.00,Purchasing Managers,Administer online purchasing systems.,f97d5160-09b8-488e-b18b-eb685009784d,2025-03-24,Average,3,2,2,1,1,True,True,True,False,False,True,2,1,2,2,2,False,False,False,False,False,False,False,,FALSE,Female,White,60-86K,61,Associate Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific,Core,3.0,3.0,4.13,78.95,150630.0,81240.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],5.0,1.0,3.0,2.0,1.0,1.5,0.0293112624103062,0.3533139606776307,0.685185185185185,11
1026,11-3061.00,Purchasing Managers,Analyze market and delivery systems to assess present and future material availability.,f97d5160-09b8-488e-b18b-eb685009784d,2025-03-24,Average,2,1,2,1,1,False,False,False,False,False,False,2,1,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,60-86K,61,Associate Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific,Core,3.0,3.0,4.05,100.0,150630.0,81240.0,"['Analyzing Data or Information', 'Making Decisions and Solving Problems']","['4.A.2.a.4', '4.A.2.b.1']",4.0,2.0,2.6666666666666665,3.333333333333333,1.6666666666666667,2.333333333333333,0.0293112624103062,0.3533139606776307,0.6555555555555553,11
20189,13-2052.00,Personal Financial Advisors,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",f9a5423e-db3f-4fda-a0fd-2baebc4597fa,2025-03-24,Average,2,3,5,2,5,False,False,False,False,False,False,4,5,4,4,3,True,True,False,True,True,True,False,FALSE,,Male,Other,30-60K,25,Master’s Degree,1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Daily,Weekly,Daily,Daily,Never,Never,Monthly,WoM,Core,4.0,4.0,4.21,92.31,160210.0,270480.0,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],2.333333333333333,1.6666666666666667,3.333333333333333,3.333333333333333,3.333333333333333,3.6666666666666665,0.0987686039896496,0.3829293928527266,0.7148148148148147,13
20184,13-2052.00,Personal Financial Advisors,"Manage client portfolios, keeping client plans up-to-date.",f9a5423e-db3f-4fda-a0fd-2baebc4597fa,2025-03-24,Average,3,2,5,4,5,True,False,False,False,False,False,1,1,4,4,3,False,False,False,False,False,False,False,,,Male,Other,30-60K,25,Master’s Degree,1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Daily,Weekly,Daily,Daily,Never,Never,Monthly,WoM,Core,5.0,5.0,4.44,96.15,160210.0,270480.0,['Making Decisions and Solving Problems'],['4.A.2.b.1'],4.5,1.0,1.0,1.5,2.0,2.0,0.0987686039896496,0.3829293928527266,0.7999999999999999,13
20188,13-2052.00,Personal Financial Advisors,Monitor financial market trends to ensure that client plans are responsive.,f9a5423e-db3f-4fda-a0fd-2baebc4597fa,2025-03-24,Average,3,1,5,2,4,True,True,False,False,False,False,1,3,1,3,3,False,True,False,False,False,True,False,,,Male,Other,30-60K,25,Master’s Degree,1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Daily,Weekly,Daily,Daily,Never,Never,Monthly,WoM,Core,5.0,5.0,3.58,92.31,160210.0,270480.0,['Analyzing Data or Information'],['4.A.2.a.4'],3.333333333333333,1.3333333333333333,3.333333333333333,3.0,3.333333333333333,2.6666666666666665,0.0987686039896496,0.3829293928527266,0.4814814814814815,13
737,41-3041.00,Travel Agents,Collect payment for transportation and accommodations from customer.,7d0fd111-54b8-4368-a7ee-400b70d6892f,2025-03-24,Average,2,1,2,2,3,False,False,False,False,False,False,1,4,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,86K-165K,34,Bachelor’s Degree,1-2 year,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Never,Monthly,Monthly,Weekly,Weekly,Never,Never,Never,Upwork,Core,6.0,6.0,4.6,99.41,52690.0,59150.0,['Performing Administrative Activities'],['4.A.4.c.1'],5.0,1.0,1.0,1.0,1.0,1.5,0.0212035014956598,0.0505440830963274,0.8592592592592591,41
738,41-3041.00,Travel Agents,"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",7d0fd111-54b8-4368-a7ee-400b70d6892f,2025-03-24,Expert,2,5,4,2,4,False,False,False,False,False,False,2,4,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,86K-165K,34,Bachelor’s Degree,1-2 year,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Never,Monthly,Monthly,Weekly,Weekly,Never,Never,Never,Upwork,Core,5.0,5.0,4.57,95.53,52690.0,59150.0,['Getting Information'],['4.A.1.a.1'],3.0,3.5,2.0,1.5,2.5,2.5,0.0212035014956598,0.0505440830963274,0.8481481481481482,41
20900,41-3041.00,Travel Agents,"Record and maintain information on clients, vendors, and travel packages.",7d0fd111-54b8-4368-a7ee-400b70d6892f,2025-03-24,Novice,4,1,1,1,1,True,False,False,False,False,False,1,3,2,1,2,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,34,Bachelor’s Degree,1-2 year,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Never,Monthly,Monthly,Weekly,Weekly,Never,Never,Never,Upwork,Core,5.0,5.0,4.49,99.85,52690.0,59150.0,['Documenting/Recording Information'],['4.A.3.b.6'],5.0,1.0,1.0,1.0,1.0,1.0,0.0212035014956598,0.0505440830963274,0.8185185185185185,41
740,41-3041.00,Travel Agents,"Book transportation and hotel reservations, using computer or telephone.",7d0fd111-54b8-4368-a7ee-400b70d6892f,2025-03-24,Expert,3,2,2,1,2,False,True,False,False,False,False,2,3,2,3,3,False,True,False,False,False,False,False,,,Female,White,86K-165K,34,Bachelor’s Degree,1-2 year,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Never,Monthly,Monthly,Weekly,Weekly,Never,Never,Never,Upwork,Core,5.0,5.0,4.42,94.22,52690.0,59150.0,['Documenting/Recording Information'],['4.A.3.b.6'],5.0,1.0,1.0,1.0,1.0,1.0,0.0212035014956598,0.0505440830963274,0.7925925925925924,41
